#  542    0  0     2.0110e+03
#   92  2359228     2.5300e-02
   23   66  0     2.0503e-19
   24   66  0     2.4098e-14
   24   67  0     0.0000e+00
   24   68  0     0.0000e+00
   24   69  0     2.1082e-18
   24   70  0     0.0000e+00
   25   66  0     7.1995e-12
   25   67  0     5.3796e-12
   25   68  0     6.6595e-13
   25   69  0     8.0292e-14
   25   70  0     0.0000e+00
   25   71  0     0.0000e+00
   25   72  0     6.0829e-18
   25   73  0     6.4107e-19
   26   66  0     3.7597e-10
   26   67  0     6.8695e-10
   26   68  0     3.9197e-10
   26   69  0     1.2199e-10
   26   70  0     3.2398e-11
   26   71  0     4.9196e-12
   26   72  0     7.1494e-13
   26   73  0     5.5395e-14
   26   74  0     0.0000e+00
   26   75  0     1.0003e-16
   26   76  0     0.0000e+00
   27   66  0     2.8098e-10
   27   67  0     1.9999e-09
   27   68  0     2.4698e-09
   27   69  0     3.2498e-09
   27   70  0     2.0899e-09
   27   71  0     1.4799e-09
   27   72  0     5.7996e-10
   27   73  0     2.2098e-10
   27   74  0     2.9998e-11
   27   75  0     3.8096e-12
   27   76  0     2.5298e-13
   27   77  0     6.5264e-15
   27   78  0     4.2793e-16
   28   66  0     5.7796e-11
   28   67  0     9.0394e-10
   28   68  0     4.1897e-09
   28   69  0     1.1199e-08
   28   70  0     2.7798e-08
   28   71  0     4.3497e-08
   28   72  0     7.5995e-08
   28   73  0     7.1295e-08
   28   74  0     4.5797e-08
   28   75  0     1.5299e-08
   28   76  0     5.0196e-09
   28   77  0     5.6395e-10
   28   78  0     5.0296e-11
   28   80  0     1.5599e-14
   28   82  0     0.0000e+00
   29   66  0     1.4299e-13
   29   67  0     9.6793e-12
   29   68  0     3.1498e-11
   29   68  1     7.3595e-11
   29   69  0     1.1399e-09
   29   70  0     1.4899e-09
   29   70  1     4.4597e-09
   29   71  0     3.4797e-08
   29   72  0     1.2699e-07
   29   73  0     4.7097e-07
   29   74  0     6.8195e-07
   29   75  0     1.0099e-06
   29   76  0     8.2794e-07
   29   77  0     4.4497e-07
   29   78  0     1.0899e-07
