    1    1  0     2.7199e-05
    1    2  0     8.3122e-06
    1    3  0     1.1859e-04
    2    3  0     0.0000e+00
    2    4  0     1.9478e-03
    2    6  0     2.7200e-05
    2    8  0     5.0848e-07
    3    6  0     0.0000e+00
    3    7  0     7.0106e-07
    3    9  0     4.9894e-07
    4    9  0     0.0000e+00
    4   10  0     6.2000e-06
   23   66  0     2.0472e-19
   24   66  0     2.4061e-14
   24   67  0     4.3180e-15
   24   68  0     3.5965e-16
   24   69  0     2.1050e-18
   24   70  0     0.0000e+00
   25   66  0     7.1885e-12
   25   67  0     5.3715e-12
   25   68  0     6.6494e-13
   25   69  0     8.0170e-14
   25   70  0     7.5404e-15
   25   71  0     0.0000e+00
   25   72  0     6.0737e-18
   25   73  0     6.4010e-19
   26   66  0     3.7540e-10
   26   67  0     6.8591e-10
   26   68  0     3.9138e-10
   26   69  0     1.2181e-10
   26   70  0     3.2348e-11
   26   71  0     4.9122e-12
   26   72  0     7.1386e-13
   26   73  0     5.5311e-14
   26   74  0     0.0000e+00
   26   75  0     9.9875e-17
   26   76  0     0.0000e+00
   27   66  0     2.8055e-10
   27   67  0     1.9968e-09
   27   68  0     2.4661e-09
   27   69  0     3.2448e-09
   27   70  0     2.0867e-09
   27   71  0     1.4776e-09
   27   72  0     5.7908e-10
   27   73  0     2.2065e-10
   27   74  0     2.9952e-11
   27   75  0     3.8038e-12
   27   76  0     2.5260e-13
   27   77  0     6.5165e-15
   27   78  0     4.2728e-16
   28   66  0     5.7708e-11
   28   67  0     9.0256e-10
   28   68  0     4.1833e-09
   28   69  0     1.1182e-08
   28   70  0     2.7756e-08
   28   71  0     4.3431e-08
   28   72  0     7.5879e-08
   28   73  0     7.1187e-08
   28   74  0     4.5727e-08
   28   75  0     1.5276e-08
   28   76  0     5.0120e-09
   28   77  0     5.6310e-10
   28   78  0     5.0220e-11
   28   79  0     0.0000e+00
   28   80  0     1.5575e-14
   28   81  0     0.0000e+00
   28   82  0     0.0000e+00
   29   66  0     1.4277e-13
   29   67  0     9.6646e-12
   29   68  0     3.1375e-11
   29   68  1     7.3558e-11
   29   69  0     1.1382e-09
   29   70  0     1.4792e-09
   29   70  1     4.4613e-09
   29   71  0     3.4745e-08
   29   72  0     1.2680e-07
   29   73  0     4.7025e-07
   29   74  0     6.8092e-07
   29   75  0     1.0084e-06
   29   76  0     8.2668e-07
   29   77  0     4.4429e-07
   29   78  0     1.0883e-07
   29   79  0     1.3118e-08
   29   80  0     5.2417e-10
   29   81  0     0.0000e+00
   29   82  0     1.4777e-12
   29   83  0     7.3022e-15
   29   84  0     0.0000e+00
   30   66  0     3.6266e-17
   30   67  0     1.0961e-14
   30   68  0     4.7325e-13
   30   69  0     2.4551e-12
   30   69  1     1.0604e-11
   30   70  0     3.0252e-10
   30   71  0     7.6225e-10
   30   71  1     3.2923e-09
   30   72  0     6.0903e-08
   30   73  0     4.6226e-07
   30   74  0     2.5060e-06
   30   75  0     7.6578e-06
   30   76  0     1.8351e-05
   30   77  0     3.1390e-05
   30   78  0     3.5593e-05
   30   79  0     1.6364e-05
   30   80  0     2.4162e-06
   30   81  0     3.7790e-07
   30   82  0     1.0783e-07
   30   83  0     6.3099e-10
   30   84  0     1.2181e-08
   30   85  0     1.5414e-13
   30   86  0     2.2764e-12
   31   67  0     0.0000e+00
   31   68  0     0.0000e+00
   31   69  0     3.7347e-15
   31   70  0     1.4677e-13
   31   71  0     9.3751e-12
   31   72  0     3.8539e-10
   31   73  0     1.2081e-08
   31   74  0     1.3104e-07
